event_id,sku_id,retailer,start_week,end_week,start_idx,dur,depth,display,feature,coupon,tier_kind,funding_type,exec_fail,trade_cost,units_on_promo,brand_funding_share,everyday,coupon_cost,wholesale_price
EV-0333,BW-203,Granite Peak Grocers,2024-05-18,2024-05-25,35,2,0.25,False,True,False,ad,off_invoice,False,928.3,578.5,0.35,7.79,0.0,5.141
EV-0334,BW-203,Granite Peak Grocers,2024-08-31,2024-08-31,50,1,0.25,False,True,False,ad,scanback,False,666.34,558.2,0.36,7.79,0.0,5.141
EV-0335,BW-203,Granite Peak Grocers,2025-08-30,2025-08-30,102,1,0.15,False,False,False,tpr,off_invoice,False,159.73,317.1,0.41,8.29,0.0,5.471
EV-0336,BW-203,Granite Peak Grocers,2024-10-19,2024-10-19,57,1,0.1,False,False,False,tpr,scanback,False,85.98,254.4,0.43,7.79,0.0,5.141
EV-0337,BW-203,Granite Peak Grocers,2025-06-28,2025-07-12,93,3,0.25,True,True,False,hero,scanback,False,4133.02,1911.2,0.42,8.29,0.0,5.471
EV-0338,BW-203,Granite Peak Grocers,2026-03-14,2026-03-14,130,1,0.15,False,False,False,tpr,scanback,False,102.7,213.3,0.37,8.79,0.0,5.801
EV-0339,BW-203,Granite Peak Grocers,2025-09-27,2025-09-27,106,1,0.25,False,True,True,ad,scanback,False,762.18,495.2,0.38,8.29,29.71,5.471
EV-0340,BW-203,Granite Peak Grocers,2025-11-29,2025-11-29,115,1,0.25,False,True,False,ad,scanback,True,488.79,154.2,0.47,8.29,0.0,5.471
EV-0341,BW-203,Granite Peak Grocers,2025-02-01,2025-02-01,72,1,0.15,False,False,False,tpr,scanback,False,80.97,188.3,0.37,7.79,0.0,5.141
EV-0342,BW-203,Granite Peak Grocers,2024-02-24,2024-02-24,23,1,0.15,False,False,False,tpr,scanback,False,104.02,229.5,0.41,7.29,0.0,4.811
EV-0343,BW-203,Granite Peak Grocers,2025-01-04,2025-01-11,68,2,0.25,False,True,True,ad,scanback,False,1182.06,751.2,0.36,7.79,45.07,5.141
EV-0344,BW-203,Granite Peak Grocers,2023-11-18,2023-11-18,9,1,0.15,False,False,False,tpr,scanback,False,69.5,161.3,0.39,7.29,0.0,4.811
EV-0345,BW-203,ThriftLane,2026-08-08,2026-08-22,151,3,0.2,True,True,False,hero,off_invoice,False,6197.2,3716.1,0.35,7.79,0.0,5.141
EV-0346,BW-203,ThriftLane,2025-10-11,2025-10-18,108,2,0.1,False,False,False,tpr,off_invoice,False,331.87,926.6,0.48,7.49,0.0,4.943
EV-0347,BW-203,ThriftLane,2026-06-06,2026-06-06,142,1,0.15,False,False,False,tpr,scanback,False,229.2,553.4,0.35,7.79,0.0,5.141
EV-0348,BW-203,ThriftLane,2026-02-14,2026-02-28,126,3,0.2,True,True,True,hero,scanback,True,4531.3,1171.1,0.37,7.49,70.27,4.943
EV-0349,BW-203,ThriftLane,2024-01-13,2024-01-20,17,2,0.25,True,True,False,ad,scanback,False,2493.1,1208.7,0.45,6.49,0.0,4.283
EV-0350,BW-203,ThriftLane,2024-03-23,2024-03-23,27,1,0.15,False,False,False,tpr,scanback,False,166.05,488.3,0.35,6.49,0.0,4.283
EV-0351,BW-203,ThriftLane,2024-11-02,2024-11-02,59,1,0.15,False,False,False,tpr,scanback,False,168.47,374.4,0.43,6.99,0.0,4.613
EV-0352,BW-203,ThriftLane,2024-11-23,2024-11-23,62,1,0.25,True,True,False,ad,scanback,False,1481.68,647.4,0.43,6.99,0.0,4.613
EV-0353,BW-203,ThriftLane,2025-07-19,2025-07-26,96,2,0.15,False,False,False,tpr,off_invoice,False,503.49,1293.7,0.35,7.49,0.0,4.943
EV-0354,BW-203,ThriftLane,2026-07-04,2026-07-11,146,2,0.15,False,False,False,tpr,scanback,False,924.82,1734.0,0.46,7.79,0.0,5.141
EV-0355,BW-203,ThriftLane,2025-02-15,2025-02-22,74,2,0.25,False,True,False,ad,scanback,False,1824.76,1331.8,0.43,6.99,0.0,4.613
EV-0356,BW-203,ThriftLane,2023-11-25,2023-12-02,10,2,0.2,True,True,False,ad,scanback,False,2053.46,1110.4,0.37,6.49,0.0,4.283
EV-0357,BW-203,ThriftLane,2025-04-19,2025-04-19,83,1,0.15,False,False,False,tpr,off_invoice,False,282.5,568.8,0.47,6.99,0.0,4.613
EV-0358,BW-203,ThriftLane,2026-01-10,2026-01-17,121,2,0.15,False,False,False,tpr,scanback,False,444.1,972.4,0.41,7.49,0.0,4.943
EV-0359,BW-203,ThriftLane,2025-05-31,2025-06-07,89,2,0.25,True,True,False,hero,scanback,False,3585.74,2201.3,0.36,6.99,0.0,4.613
EV-0360,BW-203,ThriftLane,2026-04-18,2026-04-25,135,2,0.1,False,False,False,tpr,scanback,True,242.45,757.8,0.41,7.79,0.0,5.141
EV-0361,BW-203,ThriftLane,2024-02-24,2024-02-24,23,1,0.25,False,True,False,ad,off_invoice,False,621.29,530.6,0.35,6.49,0.0,4.283
EV-0362,BW-203,ThriftLane,2024-12-28,2025-01-11,67,3,0.2,True,True,False,hero,scanback,False,4547.83,2429.4,0.42,6.99,0.0,4.613
EV-0363,BW-203,ThriftLane,2025-08-16,2025-08-23,100,2,0.1,False,False,False,tpr,scanback,False,366.61,1166.1,0.42,7.49,0.0,4.943
EV-0364,BW-203,ThriftLane,2024-08-03,2024-08-10,46,2,0.1,False,False,False,tpr,scanback,False,262.86,851.8,0.44,6.99,0.0,4.613
EV-0365,BW-203,ThriftLane,2024-08-31,2024-09-07,50,2,0.15,False,False,False,tpr,scanback,False,471.15,1081.8,0.42,6.99,0.0,4.613
EV-0366,BW-203,ThriftLane,2023-10-07,2023-10-14,3,2,0.15,False,False,False,tpr,off_invoice,False,330.44,763.5,0.44,6.49,0.0,4.283
EV-0367,BW-203,ThriftLane,2025-03-22,2025-03-22,79,1,0.1,False,False,False,tpr,scanback,False,115.5,417.0,0.4,6.99,0.0,4.613
EV-0368,BW-203,ThriftLane,2024-04-27,2024-04-27,32,1,0.15,False,False,False,tpr,scanback,False,124.59,375.5,0.34,6.49,0.0,4.283
EV-0369,BW-203,ThriftLane,2025-11-08,2025-11-15,112,2,0.1,False,False,False,tpr,off_invoice,False,216.34,752.4,0.38,7.49,0.0,4.943
EV-0370,BW-203,ThriftLane,2026-03-21,2026-03-21,131,1,0.2,False,True,True,ad,off_invoice,False,1104.08,878.3,0.4,7.49,52.7,4.943
EV-0371,BW-203,ThriftLane,2024-06-08,2024-06-15,38,2,0.1,False,False,False,tpr,scanback,False,227.32,945.4,0.34,6.99,0.0,4.613
EV-0372,BW-203,Hollybrook Foods,2025-02-01,2025-02-08,72,2,0.2,False,True,False,ad,scanback,False,382.76,184.3,0.39,8.49,0.0,5.603
EV-0373,BW-203,Hollybrook Foods,2024-07-06,2024-07-13,42,2,0.2,True,True,False,ad,scanback,False,940.68,421.5,0.44,8.49,0.0,5.603
EV-0374,BW-203,Hollybrook Foods,2024-10-26,2024-10-26,58,1,0.1,False,False,False,tpr,scanback,False,25.3,65.0,0.46,8.49,0.0,5.603
EV-0375,BW-203,Hollybrook Foods,2025-03-15,2025-03-15,78,1,0.15,False,False,False,tpr,off_invoice,False,35.89,68.3,0.41,8.49,0.0,5.603
EV-0376,BW-203,Hollybrook Foods,2024-11-30,2024-11-30,63,1,0.25,True,True,False,ad,scanback,False,450.09,143.6,0.4,8.49,0.0,5.603
EV-0377,BW-203,Hollybrook Foods,2026-07-11,2026-07-11,147,1,0.1,False,False,False,tpr,off_invoice,False,48.64,112.9,0.45,9.49,0.0,6.263
EV-0378,BW-203,Hollybrook Foods,2026-01-10,2026-01-10,121,1,0.2,False,True,False,ad,scanback,False,237.33,113.9,0.36,9.49,0.0,6.263
EV-0379,BW-203,Hollybrook Foods,2025-05-17,2025-05-24,87,2,0.25,False,True,False,ad,off_invoice,False,565.08,310.8,0.41,8.99,0.0,5.933
EV-0380,BW-203,Hollybrook Foods,2026-05-16,2026-05-23,139,2,0.1,False,False,False,tpr,scanback,False,82.85,195.4,0.45,9.49,0.0,6.263
EV-0381,BW-203,Hollybrook Foods,2024-12-21,2025-01-04,66,3,0.3,True,True,True,hero,scanback,False,1532.69,488.7,0.4,8.49,29.32,5.603
EV-0382,BW-203,Hollybrook Foods,2024-08-17,2024-08-31,48,3,0.25,True,True,False,hero,off_invoice,False,1490.89,609.5,0.43,8.49,0.0,5.603
