week_end,t,sku_id,sku_name,line,retailer,units,everyday_price,price,dollars,arp,promo_flag,depth,display,feature,coupon,sibling_promo,pre_promo,post_promo,stores_selling,pct_acv,oos_week,base_units_true,cogs,true_base_pe,true_promo_pe,true_display_mult,true_feature_mult,true_coupon_mult,naive_base_units,naive_incr_units
2026-05-23,140,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,419.0,6.29,6.29,2635.4,6.29,0,0.0,0,0,0,1,0,1,137,0.947,0,503.4,1.74,-0.9,-1.5,1.25,1.15,1.09,419.0,0.0
2026-05-30,141,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,533.6,6.29,6.29,3356.12,6.29,0,0.0,0,0,0,1,0,0,137,0.947,0,507.6,1.74,-0.9,-1.5,1.25,1.15,1.09,533.6,0.0
2026-06-06,142,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,520.7,6.29,6.29,3275.44,6.29,0,0.0,0,0,0,1,0,0,137,0.947,0,484.1,1.74,-0.9,-1.5,1.25,1.15,1.09,520.7,0.0
2026-06-13,143,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,538.3,6.29,6.29,3386.03,6.29,0,0.0,0,0,0,1,0,0,139,0.961,0,491.9,1.74,-0.9,-1.5,1.25,1.15,1.09,538.3,0.0
2026-06-20,144,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,473.4,6.29,6.29,2977.51,6.29,0,0.0,0,0,0,0,1,0,140,0.968,0,498.0,1.74,-0.9,-1.5,1.25,1.15,1.09,473.4,0.0
2026-06-27,145,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,1447.4,6.29,4.72,6933.06,4.79,1,0.25,1,1,1,1,0,0,141,0.975,0,530.4,1.74,-0.9,-1.5,1.25,1.15,1.09,486.4,961.0
2026-07-04,146,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,1278.7,6.29,4.72,6189.1,4.84,1,0.25,1,1,1,1,0,0,141,0.975,0,550.5,1.74,-0.9,-1.5,1.25,1.15,1.09,486.4,792.4
2026-07-11,147,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,488.9,6.29,6.29,3074.98,6.29,0,0.0,0,0,0,1,0,1,139,0.961,0,509.5,1.74,-0.9,-1.5,1.25,1.15,1.09,488.9,0.0
2026-07-18,148,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,400.2,6.29,6.29,2516.96,6.29,0,0.0,0,0,0,0,0,0,139,0.961,0,516.1,1.74,-0.9,-1.5,1.25,1.15,1.09,400.2,0.0
2026-07-25,149,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,494.3,6.29,6.29,3109.4,6.29,0,0.0,0,0,0,0,0,0,141,0.975,0,530.5,1.74,-0.9,-1.5,1.25,1.15,1.09,494.3,0.0
2026-08-01,150,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,504.5,6.29,6.29,3173.49,6.29,0,0.0,0,0,0,0,1,0,141,0.975,0,537.4,1.74,-0.9,-1.5,1.25,1.15,1.09,504.5,0.0
2026-08-08,151,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,596.3,6.29,5.66,3464.62,5.81,1,0.1,0,0,0,1,0,0,141,0.975,0,544.2,1.74,-0.9,-1.5,1.25,1.15,1.09,499.4,96.9
2026-08-15,152,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,530.2,6.29,6.29,3335.02,6.29,0,0.0,0,0,0,1,0,1,139,0.961,0,542.7,1.74,-0.9,-1.5,1.25,1.15,1.09,530.2,0.0
2026-08-22,153,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,482.2,6.29,6.29,3033.03,6.29,0,0.0,0,0,0,1,0,0,140,0.968,0,637.9,1.74,-0.9,-1.5,1.25,1.15,1.09,482.2,0.0
2026-08-29,154,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,593.5,6.29,6.29,3733.01,6.29,0,0.0,0,0,0,0,0,0,141,0.975,0,648.6,1.74,-0.9,-1.5,1.25,1.15,1.09,593.5,0.0
2026-09-05,155,BW-103,Bramblewick Granola Clusters Maple 18oz,Granola,ThriftLane,489.7,6.29,6.29,3080.44,6.29,0,0.0,0,0,0,0,0,0,139,0.961,0,558.4,1.74,-0.9,-1.5,1.25,1.15,1.09,489.7,0.0
2023-09-16,0,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,432.2,4.49,4.49,1940.39,4.49,0,0.0,0,0,0,0,0,0,68,0.586,0,471.6,1.02,-1.6,-2.2,1.38,1.24,1.14,432.2,0.0
2023-09-23,1,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,430.8,4.49,4.49,1934.51,4.49,0,0.0,0,0,0,0,0,0,68,0.586,0,389.7,1.02,-1.6,-2.2,1.38,1.24,1.14,430.8,0.0
2023-09-30,2,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,399.5,4.49,4.49,1793.79,4.49,0,0.0,0,0,0,0,0,0,68,0.586,0,375.9,1.02,-1.6,-2.2,1.38,1.24,1.14,399.5,0.0
2023-10-07,3,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,348.7,4.49,4.49,1565.75,4.49,0,0.0,0,0,0,0,0,0,68,0.586,0,362.5,1.02,-1.6,-2.2,1.38,1.24,1.14,348.7,0.0
2023-10-14,4,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,344.0,4.49,4.49,1544.41,4.49,0,0.0,0,0,0,0,1,0,68,0.586,0,349.8,1.02,-1.6,-2.2,1.38,1.24,1.14,344.0,0.0
2023-10-21,5,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,460.7,4.49,3.82,1768.94,3.84,1,0.15,0,0,0,0,0,0,67,0.578,0,333.1,1.02,-1.6,-2.2,1.38,1.24,1.14,399.5,61.2
2023-10-28,6,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,673.8,4.49,3.82,2607.66,3.87,1,0.15,0,0,0,0,0,0,67,0.578,0,322.8,1.02,-1.6,-2.2,1.38,1.24,1.14,399.5,274.3
2023-11-04,7,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,251.5,4.49,4.49,1129.34,4.49,0,0.0,0,0,0,0,0,1,69,0.595,0,323.3,1.02,-1.6,-2.2,1.38,1.24,1.14,251.5,0.0
2023-11-11,8,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,253.7,4.49,4.49,1138.91,4.49,0,0.0,0,0,0,0,0,0,69,0.595,0,315.7,1.02,-1.6,-2.2,1.38,1.24,1.14,253.7,0.0
2023-11-18,9,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,266.1,4.49,4.49,1194.7,4.49,0,0.0,0,0,0,0,0,0,69,0.595,0,327.5,1.02,-1.6,-2.2,1.38,1.24,1.14,266.1,0.0
2023-11-25,10,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,275.2,4.49,4.49,1235.75,4.49,0,0.0,0,0,0,0,0,0,67,0.578,0,321.0,1.02,-1.6,-2.2,1.38,1.24,1.14,275.2,0.0
2023-12-02,11,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,282.7,4.49,4.49,1269.31,4.49,0,0.0,0,0,0,0,0,0,67,0.578,0,293.5,1.02,-1.6,-2.2,1.38,1.24,1.14,282.7,0.0
2023-12-09,12,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,332.9,4.49,4.49,1494.9,4.49,0,0.0,0,0,0,0,0,0,69,0.595,0,300.8,1.02,-1.6,-2.2,1.38,1.24,1.14,332.9,0.0
2023-12-16,13,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,308.1,4.49,4.49,1383.34,4.49,0,0.0,0,0,0,0,0,0,70,0.604,0,316.3,1.02,-1.6,-2.2,1.38,1.24,1.14,308.1,0.0
2023-12-23,14,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,331.6,4.49,4.49,1488.74,4.49,0,0.0,0,0,0,0,0,0,72,0.621,0,341.6,1.02,-1.6,-2.2,1.38,1.24,1.14,331.6,0.0
2023-12-30,15,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,321.6,4.49,4.49,1444.06,4.49,0,0.0,0,0,0,0,0,0,71,0.612,0,327.3,1.02,-1.6,-2.2,1.38,1.24,1.14,321.6,0.0
2024-01-06,16,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,315.2,4.49,4.49,1415.36,4.49,0,0.0,0,0,0,1,0,0,70,0.604,0,351.4,1.02,-1.6,-2.2,1.38,1.24,1.14,315.2,0.0
2024-01-13,17,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,287.0,4.49,4.49,1288.48,4.49,0,0.0,0,0,0,1,0,0,71,0.612,0,360.9,1.02,-1.6,-2.2,1.38,1.24,1.14,287.0,0.0
2024-01-20,18,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,351.5,4.49,4.49,1578.24,4.49,0,0.0,0,0,0,0,0,0,72,0.621,0,329.2,1.02,-1.6,-2.2,1.38,1.24,1.14,351.5,0.0
2024-01-27,19,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,331.4,4.49,4.49,1487.85,4.49,0,0.0,0,0,0,0,0,0,72,0.621,0,334.1,1.02,-1.6,-2.2,1.38,1.24,1.14,331.4,0.0
2024-02-03,20,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,347.2,4.49,4.49,1558.84,4.49,0,0.0,0,0,0,0,0,0,72,0.621,0,339.2,1.02,-1.6,-2.2,1.38,1.24,1.14,347.2,0.0
2024-02-10,21,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,316.1,4.49,4.49,1419.34,4.49,0,0.0,0,0,0,1,0,0,71,0.612,0,339.6,1.02,-1.6,-2.2,1.38,1.24,1.14,316.1,0.0
2024-02-17,22,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,293.9,4.79,4.79,1407.89,4.79,0,0.0,0,0,0,1,0,0,72,0.621,0,315.1,1.02,-1.6,-2.2,1.38,1.24,1.14,293.9,0.0
2024-02-24,23,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,337.1,4.79,4.79,1614.92,4.79,0,0.0,0,0,0,0,0,0,70,0.604,0,310.6,1.02,-1.6,-2.2,1.38,1.24,1.14,337.1,0.0
2024-03-02,24,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,289.6,4.79,4.79,1387.07,4.79,0,0.0,0,0,0,0,0,0,71,0.612,0,319.2,1.02,-1.6,-2.2,1.38,1.24,1.14,289.6,0.0
2024-03-09,25,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,334.1,4.79,4.79,1600.14,4.79,0,0.0,0,0,0,0,0,0,70,0.604,0,318.6,1.02,-1.6,-2.2,1.38,1.24,1.14,334.1,0.0
2024-03-16,26,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,279.3,4.79,4.79,1337.92,4.79,0,0.0,0,0,0,0,1,0,75,0.647,0,345.4,1.02,-1.6,-2.2,1.38,1.24,1.14,279.3,0.0
2024-03-23,27,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,372.8,4.79,4.07,1576.89,4.23,1,0.15,0,0,0,0,0,0,75,0.647,0,349.4,1.02,-1.6,-2.2,1.38,1.24,1.14,323.8,49.1
2024-03-30,28,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,471.3,4.79,4.07,1936.86,4.11,1,0.15,0,0,0,0,0,0,74,0.638,0,348.7,1.02,-1.6,-2.2,1.38,1.24,1.14,323.8,147.6
2024-04-06,29,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,346.0,4.79,4.79,1657.47,4.79,0,0.0,0,0,0,0,0,1,75,0.647,0,357.7,1.02,-1.6,-2.2,1.38,1.24,1.14,346.0,0.0
2024-04-13,30,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,379.6,4.79,4.79,1818.4,4.79,0,0.0,0,0,0,0,0,0,75,0.647,0,362.2,1.02,-1.6,-2.2,1.38,1.24,1.14,379.6,0.0
2024-04-20,31,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,384.7,4.79,4.79,1842.92,4.79,0,0.0,0,0,0,0,0,0,76,0.655,0,372.0,1.02,-1.6,-2.2,1.38,1.24,1.14,384.7,0.0
2024-04-27,32,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,400.8,4.79,4.79,1920.04,4.79,0,0.0,0,0,0,0,0,0,74,0.638,0,367.6,1.02,-1.6,-2.2,1.38,1.24,1.14,400.8,0.0
2024-05-04,33,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,315.4,4.79,4.79,1510.67,4.79,0,0.0,0,0,0,0,0,0,76,0.655,0,383.7,1.02,-1.6,-2.2,1.38,1.24,1.14,315.4,0.0
2024-05-11,34,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,361.2,4.79,4.79,1729.98,4.79,0,0.0,0,0,0,0,0,0,75,0.647,0,385.3,1.02,-1.6,-2.2,1.38,1.24,1.14,361.2,0.0
2024-05-18,35,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,438.2,4.79,4.79,2098.77,4.79,0,0.0,0,0,0,0,0,0,75,0.647,0,451.6,1.02,-1.6,-2.2,1.38,1.24,1.14,438.2,0.0
2024-05-25,36,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,450.1,4.79,4.79,2155.83,4.79,0,0.0,0,0,0,0,0,0,75,0.647,0,493.9,1.02,-1.6,-2.2,1.38,1.24,1.14,450.1,0.0
2024-06-01,37,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,420.8,4.79,4.79,2015.52,4.79,0,0.0,0,0,0,0,0,0,75,0.647,0,408.5,1.02,-1.6,-2.2,1.38,1.24,1.14,420.8,0.0
2024-06-08,38,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,435.4,4.79,4.79,2085.57,4.79,0,0.0,0,0,0,0,0,0,74,0.638,0,411.3,1.02,-1.6,-2.2,1.38,1.24,1.14,435.4,0.0
2024-06-15,39,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,460.3,4.79,4.79,2204.97,4.79,0,0.0,0,0,0,0,0,0,79,0.681,0,447.7,1.02,-1.6,-2.2,1.38,1.24,1.14,460.3,0.0
2024-06-22,40,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,435.1,4.79,4.79,2084.16,4.79,0,0.0,0,0,0,0,1,0,78,0.673,0,450.2,1.02,-1.6,-2.2,1.38,1.24,1.14,435.1,0.0
2024-06-29,41,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,1134.8,4.79,4.07,4743.67,4.18,1,0.15,0,0,0,0,0,0,78,0.673,0,581.5,1.02,-1.6,-2.2,1.38,1.24,1.14,435.2,699.6
2024-07-06,42,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,553.4,4.79,4.79,2650.85,4.79,0,0.0,0,0,0,1,0,1,78,0.673,0,674.3,1.02,-1.6,-2.2,1.38,1.24,1.14,553.4,0.0
2024-07-13,43,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,416.0,4.79,4.79,1992.66,4.79,0,0.0,0,0,0,1,0,0,79,0.681,0,473.9,1.02,-1.6,-2.2,1.38,1.24,1.14,416.0,0.0
2024-07-20,44,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,533.5,4.79,4.79,2555.66,4.79,0,0.0,0,0,0,0,0,0,78,0.673,0,470.4,1.02,-1.6,-2.2,1.38,1.24,1.14,533.5,0.0
2024-07-27,45,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,546.9,4.79,4.79,2619.83,4.79,0,0.0,0,0,0,0,1,0,78,0.673,0,470.6,1.02,-1.6,-2.2,1.38,1.24,1.14,546.9,0.0
2024-08-03,46,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,588.3,4.79,4.07,2423.87,4.12,1,0.15,0,0,0,0,0,0,78,0.673,0,468.4,1.02,-1.6,-2.2,1.38,1.24,1.14,447.8,140.4
2024-08-10,47,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,590.8,4.79,4.07,2451.71,4.15,1,0.15,0,0,0,0,0,0,80,0.69,0,475.7,1.02,-1.6,-2.2,1.38,1.24,1.14,447.8,142.9
2024-08-17,48,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,501.7,4.79,4.79,2403.23,4.79,0,0.0,0,0,0,0,0,1,80,0.69,0,468.5,1.02,-1.6,-2.2,1.38,1.24,1.14,501.7,0.0
2024-08-24,49,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,595.5,4.79,4.79,2852.48,4.79,0,0.0,0,0,0,0,0,0,79,0.681,0,529.9,1.02,-1.6,-2.2,1.38,1.24,1.14,595.5,0.0
2024-08-31,50,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,490.0,4.79,4.79,2347.27,4.79,0,0.0,0,0,0,1,0,0,78,0.673,0,510.4,1.02,-1.6,-2.2,1.38,1.24,1.14,490.0,0.0
2024-09-07,51,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,361.8,4.79,4.79,1732.81,4.79,0,0.0,0,0,0,1,0,0,78,0.673,0,424.2,1.02,-1.6,-2.2,1.38,1.24,1.14,361.8,0.0
2024-09-14,52,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,461.8,4.79,4.79,2211.92,4.79,0,0.0,0,0,0,0,0,0,82,0.707,0,431.8,1.02,-1.6,-2.2,1.38,1.24,1.14,461.8,0.0
2024-09-21,53,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,342.9,4.79,4.79,1642.3,4.79,0,0.0,0,0,0,0,1,0,82,0.707,0,417.1,1.02,-1.6,-2.2,1.38,1.24,1.14,342.9,0.0
2024-09-28,54,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,501.7,4.79,4.07,2112.35,4.21,1,0.15,0,0,0,0,0,0,84,0.724,0,412.1,1.02,-1.6,-2.2,1.38,1.24,1.14,495.8,5.8
2024-10-05,55,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,424.9,4.79,4.79,2035.45,4.79,0,0.0,0,0,0,0,0,1,82,0.707,0,387.9,1.02,-1.6,-2.2,1.38,1.24,1.14,424.9,0.0
2024-10-12,56,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,333.8,4.79,4.79,1598.98,4.79,0,0.0,0,0,0,0,0,0,84,0.724,0,383.5,1.02,-1.6,-2.2,1.38,1.24,1.14,333.8,0.0
2024-10-19,57,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,354.5,4.79,4.79,1697.88,4.79,0,0.0,0,0,0,0,0,0,82,0.707,0,361.8,1.02,-1.6,-2.2,1.38,1.24,1.14,354.5,0.0
2024-10-26,58,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,383.0,4.79,4.79,1834.66,4.79,0,0.0,0,0,0,0,0,0,84,0.724,0,359.2,1.02,-1.6,-2.2,1.38,1.24,1.14,383.0,0.0
2024-11-02,59,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,351.4,4.79,4.79,1683.34,4.79,0,0.0,0,0,0,0,0,0,82,0.707,0,341.0,1.02,-1.6,-2.2,1.38,1.24,1.14,351.4,0.0
2024-11-09,60,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,298.6,4.79,4.79,1430.36,4.79,0,0.0,0,0,0,0,0,0,83,0.716,0,337.0,1.02,-1.6,-2.2,1.38,1.24,1.14,298.6,0.0
2024-11-16,61,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,309.1,4.79,4.79,1480.58,4.79,0,0.0,0,0,0,0,0,0,83,0.716,0,330.6,1.02,-1.6,-2.2,1.38,1.24,1.14,309.1,0.0
2024-11-23,62,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,369.8,4.79,4.79,1771.41,4.79,0,0.0,0,0,0,0,0,0,84,0.724,0,348.7,1.02,-1.6,-2.2,1.38,1.24,1.14,369.8,0.0
2024-11-30,63,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,332.3,4.79,4.79,1591.58,4.79,0,0.0,0,0,0,0,0,0,83,0.716,0,349.6,1.02,-1.6,-2.2,1.38,1.24,1.14,332.3,0.0
2024-12-07,64,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,386.4,4.79,4.79,1850.89,4.79,0,0.0,0,0,0,0,0,0,84,0.724,0,325.0,1.02,-1.6,-2.2,1.38,1.24,1.14,386.4,0.0
2024-12-14,65,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,289.2,4.79,4.79,1385.22,4.79,0,0.0,0,0,0,1,1,0,87,0.75,0,348.9,1.02,-1.6,-2.2,1.38,1.24,1.14,289.2,0.0
2024-12-21,66,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,947.4,4.79,3.83,3789.67,4.0,1,0.2,0,1,0,0,0,0,87,0.75,0,366.3,1.02,-1.6,-2.2,1.38,1.24,1.14,341.8,605.6
2024-12-28,67,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,716.3,4.79,3.83,2836.55,3.96,1,0.2,0,1,0,1,0,0,87,0.75,0,356.0,1.02,-1.6,-2.2,1.38,1.24,1.14,341.8,374.4
2025-01-04,68,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,364.6,4.79,4.79,1746.26,4.79,0,0.0,0,0,0,1,0,1,88,0.759,0,392.1,1.02,-1.6,-2.2,1.38,1.24,1.14,364.6,0.0
2025-01-11,69,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,356.2,4.79,4.79,1706.1,4.79,0,0.0,0,0,0,1,0,0,86,0.742,0,387.9,1.02,-1.6,-2.2,1.38,1.24,1.14,356.2,0.0
2025-01-18,70,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,358.0,4.79,4.79,1714.74,4.79,0,0.0,0,0,0,0,0,0,88,0.759,0,357.0,1.02,-1.6,-2.2,1.38,1.24,1.14,358.0,0.0
2025-01-25,71,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,292.6,4.79,4.79,1401.72,4.79,0,0.0,0,0,0,0,1,0,86,0.742,0,354.1,1.02,-1.6,-2.2,1.38,1.24,1.14,292.6,0.0
2025-02-01,72,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,559.8,4.79,4.07,2300.97,4.11,1,0.15,0,0,0,0,0,0,87,0.75,0,363.8,1.02,-1.6,-2.2,1.38,1.24,1.14,357.1,202.7
2025-02-08,73,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,536.7,4.79,4.07,2243.41,4.18,1,0.15,0,0,0,0,0,0,88,0.759,0,373.5,1.02,-1.6,-2.2,1.38,1.24,1.14,357.1,179.6
2025-02-15,74,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,320.6,4.79,4.79,1535.8,4.79,0,0.0,0,0,0,1,0,1,88,0.759,0,379.0,1.02,-1.6,-2.2,1.38,1.24,1.14,320.6,0.0
2025-02-22,75,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,317.4,4.79,4.79,1520.26,4.79,0,0.0,0,0,0,1,0,0,88,0.759,0,384.3,1.02,-1.6,-2.2,1.38,1.24,1.14,317.4,0.0
2025-03-01,76,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,350.0,4.79,4.79,1676.47,4.79,0,0.0,0,0,0,0,0,0,88,0.759,0,389.4,1.02,-1.6,-2.2,1.38,1.24,1.14,350.0,0.0
2025-03-08,77,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,349.3,4.79,4.79,1673.28,4.79,0,0.0,0,0,0,0,0,0,87,0.75,0,389.7,1.02,-1.6,-2.2,1.38,1.24,1.14,349.3,0.0
2025-03-15,78,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,379.7,4.99,4.99,1894.46,4.99,0,0.0,0,0,0,0,0,0,91,0.785,0,386.4,1.02,-1.6,-2.2,1.38,1.24,1.14,379.7,0.0
2025-03-22,79,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,423.5,4.99,4.99,2113.48,4.99,0,0.0,0,0,0,0,0,0,90,0.776,0,386.5,1.02,-1.6,-2.2,1.38,1.24,1.14,423.5,0.0
2025-03-29,80,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,378.5,4.99,4.99,1888.59,4.99,0,0.0,0,0,0,0,0,0,91,0.785,0,395.3,1.02,-1.6,-2.2,1.38,1.24,1.14,378.5,0.0
2025-04-05,81,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,352.6,4.99,4.99,1759.52,4.99,0,0.0,0,0,0,0,0,0,91,0.785,0,400.1,1.02,-1.6,-2.2,1.38,1.24,1.14,352.6,0.0
2025-04-12,82,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,363.6,4.99,4.99,1814.17,4.99,0,0.0,0,0,0,0,0,0,90,0.776,0,400.6,1.02,-1.6,-2.2,1.38,1.24,1.14,363.6,0.0
2025-04-19,83,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,352.3,4.99,4.99,1757.93,4.99,0,0.0,0,0,0,0,0,0,89,0.767,0,401.6,1.02,-1.6,-2.2,1.38,1.24,1.14,352.3,0.0
2025-04-26,84,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,343.1,4.99,4.99,1712.05,4.99,0,0.0,0,0,0,0,0,0,90,0.776,0,412.1,1.02,-1.6,-2.2,1.38,1.24,1.14,343.1,0.0
2025-05-03,85,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,346.8,4.99,4.99,1730.76,4.99,0,0.0,0,0,0,1,0,0,89,0.767,0,414.2,1.02,-1.6,-2.2,1.38,1.24,1.14,346.8,0.0
2025-05-10,86,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,350.3,4.99,4.99,1747.97,4.99,0,0.0,0,0,0,1,0,0,91,0.785,0,431.0,1.02,-1.6,-2.2,1.38,1.24,1.14,350.3,0.0
2025-05-17,87,BW-201,Bramblewick Trail Bars Peanut 6ct,Bars,Fernhollow Market,414.0,4.99,4.99,2065.7,4.99,0,0.0,0,0,0,0,0,0,90,0.776,0,434.3,1.02,-1.6,-2.2,1.38,1.24,1.14,414.0,0.0
